rotten_tomatoes_link,movie_info
m/homegrown,"Marijuana growers Jack (Billy Bob Thornton), Carter (Hank Azaria) and Harlan (Ryan Phillippe) are looking at a big payoff for their crop -- until head honcho Malcolm (John Lithgow) is murdered. Wanting a bigger piece of the proverbial pie, the three men decide to keep Malcolm's demise a secret, selling the stash themselves and pocketing all the profits. But, when they get involved with some very dangerous characters in the drug industry, the men start to question the wisdom of their scheme."
m/homer_and_eddie,A slow-witted dishwasher (James Belushi) drives to Oregon with a dying woman (Whoopi Goldberg) who robs stores and shoots people.
m/homeward_bound_2_lost_in_san_francisco,"The Seaver family arrives at San Francisco International Airport to catch a flight to Canada. They check in their pets: Chance (Michael J. Fox), an American bulldog; Shadow (Ralph Waite), a golden retriever; and Sassy (Sally Field), a nervous cat. But the confused pets burst out of their carriers and escape to the city. There they fall in with a group of strays and struggle to avoid an overzealous dogcatcher. But when the trio tire of vagrancy, they set out to find their beloved owners."
m/homeward_bound_the_incredible_journey,"Before the Seavers leave for a family vacation to San Francisco, they drop off their pets -- Chance (Michael J. Fox), an adventurous American bulldog; Shadow (Don Ameche), a wise golden retriever; and Sassy (Sally Field), a cautious cat -- at a friend's ranch. But when the animals start to worry that they've been left for good, the three embark together on a treacherous and thrilling journey to find their way back home through the California wilderness."
m/homicidal,"Chaos and danger reign when good girl Miriam Webster (Patricia Breslin) meets her half brother's girl friend, Emily (Jean Arless), a mysterious blonde bombshell living at their family's Southern California estate. Emily serves as the nurse for the sibling's aging, wheelchair-using guardian, Helga Swenson (Eugenie Leontovich). She is not, however, as sweet as she seems. Emily soon reveals herself to be a murderous schemer who will stop at nothing to steal Miriam's extensive inheritance."
m/hondo,"An embittered Indian scout attempts to escort a homesteader's wife and her son back to safety after her cowardly husband deserts her during an Apache attack. When she refuses to go, the scout stays on to help for a while and, over time, forms a strong bond with both her and her son."
m/hondros,The stories behind war photographer Christopher Hondros' most famous photos.
m/honey,"Honey Daniels (Jessica Alba) dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director (David Moscow) who casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life."
m/honey_2,A troubled but gifted dancer (Katerina Graham) prepares to compete on a talent show.
m/honey_i_blew_up_the_kid,"Scatterbrained scientist Wayne Szalinski (Rick Moranis) develops a contraption that makes objects bigger. A routine test goes horribly wrong, however, when Wayne accidentally targets his 2-year-old son with the enlarging ray. The toddler experiences huge growth spurts every time he is exposed to electricity. When their child grows to become over 100 feet tall, Wayne and his wife, Diane (Marcia Strassman), must use a shrink ray to cure his gigantism before he destroys all of Las Vegas."
m/honey_i_shrunk_the_kids,"When kids sneak into inventor Wayne Szalinski's (Rick Moranis) upstairs lab to retrieve an errant baseball, his experimental shrink ray miniaturizes them. When Szalinski returns home, he destroys the device -- which he thinks is a failure -- and dumps it in the trash, throwing out the kids along with it. The four children, now 1/4-inch tall, must survive the journey back to the house through a yard where sprinklers bring treacherous storms and garden-variety ants stampede like elephants."
m/honey_we_shrunk_ourselves,"A scientist (Rick Moranis) miniaturizes himself and three others, then seeks help from kids who think they're home alone."
m/honeydripper,"Faced with mounting debts and stiff competition from a rival nightclub and its newfangled jukebox, small-town Alabama club owner Tyrone Purvis (Danny Glover) and his partner Maceo (Charles S. Dutton) book rhythm-and-blues star Guitar Sam to save their failing venue, the Honeydripper. But when Sam doesn't show up on the appointed day, Tyrone must resort to increasingly desperate measures in his struggle to secure a last-minute replacement and keep the Honeydripper from closing its doors."
m/honeyglue,"After learning that she has three months to live, a young woman (Adriana Mather) finds romance with a gender-bending artist (Zach Villa) who leads her on a series of adventures."
m/honeymoon_2014,"A honeymooning bride (Rose Leslie) goes sleepwalking into the woods surrounding a secluded cabin. When she returns she looks the same, but something about her is frighteningly different."
m/honeymoon_in_vegas,"After losing $65,000 to professional gambler and con man Tommy Korman (James Caan), penniless private investigator Jack Singer (Nicolas Cage) agrees to let Korman borrow his beautiful fiancée, Betsy (Sarah Jessica Parker), for a Hawaiian getaway to pay off his debts. But when Betsy -- who looks just like Korman's late wife -- begins to fall for her charismatic captor, the commitment-phobic Singer must race against the clock to track them down and win her back."
m/honeymoon_killers,"Martha Beck (Shirley Stoler), an obese nurse who is desperately lonely, joins a ""correspondence club"" and finds a romantic pen pal in Ray Fernandez (Tony Lo Bianco). Martha falls hard for Ray, and is intent on sticking with him even when she discovers he's a con man who seduces lonely single women, kills them and then takes their money. She poses as Ray's sister and joins Ray on a wild killing spree, fueled by her lingering concern that Ray will leave her for one of his marks."
m/honkytonk_man,"A 1930s country singer (Clint Eastwood) tries to reach Nashville sober, with his nephew (Kyle Eastwood), to audition at the Grand Ole Opry."
m/honor_flight,"A program called Stars and Stripes Honor Flight takes veterans on all-expenses-paid trips to Washington, D.C., to visit the World War II memorial."
m/honra_e_liberdade,"In 19th-century New Zealand, a woman (Samantha Morton) spends years searching for her son, kidnapped by the boy's grandfather."
m/hoodwinked_too_hood_vs_evil,"While training with a mysterious covert ops group known as the Sisters of the Hood, Red (Hayden Panettiere) gets an urgent call from Nicky Flippers (David Ogden Stiers), head of the top-secret Happily Ever After Agency. A wicked witch (Joan Cusack) has kidnapped Hansel (Bill Hader) and Gretel (Amy Poehler), and Red's the only one who can save them. Accompanied by the Big Bad Wolf (Patrick Warburton) and Wolf's pal, Twitchy (Cory Edwards), Red sets out to bring the children back."
m/hook,"When his young children are abducted by his old nemesis, Capt. Hook (Dustin Hoffman), middle-aged lawyer Peter Banning (Robin Williams) returns to his magical origins as Peter Pan. Peter must revisit a foggy past in which he abandoned Neverland for family life, leaving Tinkerbell (Julia Roberts) and the Lost Boys to fend for themselves. Given their bitterness toward Peter for growing up -- and their allegiance to their new leader, Rufio -- the old gang may not be happy to see him."
m/hooked_2018,"A homeless, smartmouthed teenage prostitute travels from New York City to Miami, desperately seeking a better life with his boyfriend."
m/hooking_up_2020,A cynical writer and a hopeless romantic hit the road for a cross-country trip.
m/hoop_dreams,"Every school day, African-American teenagers William Gates and Arthur Agee travel 90 minutes each way from inner-city Chicago to St. Joseph High School in Westchester, Illinois, a predominately white suburban school well-known for the excellence of its basketball program. Gates and Agee dream of NBA stardom, and with the support of their close-knit families, they battle the social and physical obstacles that stand in their way. This acclaimed documentary was shot over the course of five years."
m/hoosiers,"Failed college coach Norman Dale (Gene Hackman) gets a chance at redemption when he is hired to direct the basketball program at a high school in a tiny Indiana town. After a teacher (Barbara Hershey) persuades star player Jimmy Chitwood to quit and focus on his long-neglected studies, Dale struggles to develop a winning team in the face of community criticism for his temper and his unconventional choice of assistant coach: Shooter (Dennis Hopper), a notorious alcoholic."
m/hoot,"Roy Eberhardt (Logan Lerman) has moved so often he has lost track of how many times he has changed schools. After moving from Montana to Florida's Gulf Coast, he befriends Beatrice (Brie Larson) and her brother. The siblings show Roy their hideaway, where they secretly take care of a flock of wild owls. When they learn that a restaurant will be built where the owls live, the three decide to enlist the help of a local policeman (Luke Wilson) to save the birds."
m/hop_2011,"Beneath Easter Island, in a giant factory that manufactures the world's Easter candy, the popular rabbit is preparing to pass the mantle to his son, E.B. (Russell Brand). But E.B. has no interest in the job and would rather be a drummer. He runs away to Los Angeles, where an unemployed slacker named Fred O'Hare (James Marsden) accidentally runs into him. Feigning injury, E.B. tricks Fred into giving him shelter, but an oversized chick is planning a coup back on Easter Island."
m/hope_floats,"Birdee Pruitt (Sandra Bullock) has been humiliated on live television by her best friend, Connie (Rosanna Arquette), who's been sleeping with Birdee's husband, Bill (Michael Paré). Birdee tries starting over with her daughter, Bernice (Mae Whitman), by returning to her small Texas hometown, but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin (Harry Connick Jr.). As he helps Birdee get back on her feet, love begins to blossom."
m/hope_springs,"British artist Colin Ware (Colin Firth) discovers that his fiancée, Vera (Minnie Driver), is going to marry another man. Distraught and despondent, he gets on a plane for America and ends up in the tiny town of Hope in New England. At first, Colin is depressed, but he soon finds more than a shoulder to cry on when his innkeepers introduce him to Mandy (Heather Graham), a beautiful nurse. All's going well and Colin has almost forgotten his old flame until Vera shows up with a surprise of her own."
m/hope_springs_2012,"Long-married couple Kay (Meryl Streep) and Arnold (Tommy Lee Jones) love each other, but after so many years together, Kay feels the need to spice things up and reconnect with her husband. Hearing of a renowned marriage counselor (Steve Carell) in the town of Great Hope Springs, Kay manages to persuade her stubborn mate to attend a retreat with her. As they shed their bedroom hang-ups, Kay and Arnold find that the real challenge is reigniting the spark that originally brought them together."
m/hope_springs_eternal_2018,"Hope Gracin is known as ""the girl dying of cancer"" and has fully embraced this identity. Posting YouTube videos, having fun with friends, landing an Australian boyfriend, and being popular have been results of this identity. But one day, tests show that she has been cured. Hope, unsure of what her new future holds, hides the truth. But as happens with most secrets, the truth comes out. With the help of her friends and loved ones, Hope faces her fear of living."
m/hopscotch,"When CIA operative Miles Kendig (Walter Matthau) deliberately lets KGB agent Yaskov (Herbert Lom) get away, his boss (Ned Beatty) threatens to retire him. Kendig beats him to it, however, destroying his own records and traveling to Austria where he begins work on a memoir that will expose all his former agency's covert practices. The CIA catches wind of the book and sends other agents after him, initiating a frenetic game of cat and mouse that spans the globe."
m/hornblower-the-examination-for-lieutenant-horatio-hornblower-the-fire-ship,"As Hornblower (Ioan Gruffudd) studies for his exam, he and his fellow officers must stop a Spanish ""fire ship"" from destroying the British fleet."
m/horns,"Blamed for the murder of his girlfriend, a man (Daniel Radcliffe) awakes one morning to find he has grown a pair of horns. Armed, now, with supernatural powers, he sets out to find the killer."
m/horrible_bosses,"Nick (Jason Bateman), Dale (Charlie Day) and Kurt (Jason Sudeikis) are workers who would like nothing better than to grind their oppressive employers into the dirt. Quitting their jobs is not an option, so -- fueled by alcohol and dubious advice from a criminal (Jamie Foxx) -- the men devise a complex and seemingly foolproof plan to permanently rid themselves of their terrible bosses. The problem is, any plan is only as clever as the brains behind it."
m/horrible_bosses_2,"Tired of always answering to others, Nick (Jason Bateman), Dale (Charlie Day) and Kurt (Jason Sudeikis) go into business for themselves. After demonstrating the prototype for an invention called the Shower Buddy, the guys attract the attention of Rex Hanson and his father, Bert. Bert invests in the trio's product, then cancels the order and steals their idea. Now heavily in debt and with no legal recourse, Nick, Dale and Kurt decide to kidnap Rex and use the ransom money to pay off their loans."
m/horrid_henry_the_movie,A mischievous boy (Theo Stevenson) and his gang try to foil a headmaster's plan to close down their school.
m/horror_2015,Preteen girls face a night of terror when their obsession with a disturbing online game goes too far.
m/horror_express,"Alexander Saxton (Christopher Lee), a brilliant British anthropologist researching in the Russian Far East, boards the Trans-Siberian Express with his latest discovery, a frozen specimen he hopes to prove is the missing link. But en route to Europe, passengers begin to turn up dead, and terror engulfs the train as Saxton and his partner, Dr. Wells (Peter Cushing), struggle to contain a mysterious -- and increasingly murderous -- force with the power to control minds."
m/horror_hotel,Young college student Nan Barlow (Venetia Stevenson) arrives in the sleepy Massachusetts town of Whitewood to research witchcraft. Nan's stay at the eerie Raven's Inn takes a portentous turn when she learns its proprietor Mrs. Newless (Patricia Jessel) is the reincarnation of a witch burned at the stake in 1692. The discovery unravels the startling truth about the town: that it is really a coven of witches who have a sinister plan to sacrifice humans so that they can become immortal.
m/horror_of_dracula,"On a search for his missing friend Jonathan Harker (John Van Eyssen), vampire hunter Dr. Van Helsing (Peter Cushing) is led to Count Dracula's (Christopher Lee) castle. Upon arriving, Van Helsing finds an undead Harker in Dracula's crypt and discovers that the count's next target is Harker's ailing fiancée, Lucy Holmwood (Carol Marsh). With the help of her brother, Arthur (Michael Gough), Van Helsing struggles to protect Lucy and put an end to Count Dracula's parasitic reign of terror."
m/hors_la_loi_2010,Algerians struggle for independence from France following World War II.
m/horse_girl,A woman's surreal dreams affect her perception of reality.
m/horse_soldiers,"During the Civil War, Colonel John Marlowe (John Wayne) is tasked with leading a Union cavalry division to raze a Confederate railroad depot. Marlowe faces further challenges as a result of his frequent disagreements with the regiment's surgeon, Major Henry Kendall (William Holden), and the presence of Miss Hannah Hunter (Constance Towers), a Southern belle who overhears Marlowe's secret plans and is brought along to prevent her from spreading the word."
m/horse_whisperer,"When teenage Grace (Scarlett Johansson) is traumatized by a riding accident that badly injures her horse, her mother Annie (Kristin Scott Thomas), a high-powered New York magazine editor, realizes Grace will only recover once the horse is healed. She takes them both to a secluded Montana ranch, where legendary ""horse whisperer"" Tom Booker (Robert Redford) begins to heal the horse, and also stirs long-dormant feelings in Annie that lead her to question her marriage and choice of career."
m/horsemen,"Widowed police detective Aidan Breslin (Dennis Quaid) becomes thrust into a serial murder spree that has its roots in biblical prophecy involving the Four Horsemen of the Apocalypse. The White Horseman is a master of deceit, the Red Horseman a warrior who turns man against man. The Black Horseman is a manipulative tyrant, and the Pale Horseman spreads death with surgical precision. As Breslin grapples with the case, he uncovers a shocking connection between himself and the four suspects."
m/horses_mouth,"Gulley Jimson (Alec Guinness) is a boorish aging artist recently released from prison. A swindler in search of his next art project, he hunkers down in the penthouse of would-be patrons the Beeders (Robert Coote, Veronica Turleigh) while they go on an extended vacation; he paints a mural on their wall, pawns their valuables and, along with the sculptor Abel (Richard Gough), inadvertently smashes a large hole in their floor. Jimson's next project is an even larger wall in an abandoned church."
m/horton-hears-a-who2008,"Animated elephant Horton (Jim Carrey) finds a speck of dust floating in the Jungle of Nool. Upon investigation of the speck, Horton discovers the tiny city of Who-ville and its residents, the Whos, which he can hear but cannot see. Horton forms a friendship with the mayor of Who-ville, Ned McDodd (Steve Carell), and promises to transport Who-ville to safety. However, Horton encounters opposition from his jungle neighbors, who don't want to believe in the existence of Who-ville."
m/hospital,"Herbert Bock (George C. Scott), the chief of medicine in a New York City teaching hospital, is contemplating suicide; he's impotent, his wife has left him, and his children aren't speaking to him. His hospital is also suffering from a recent spate of inexplicable deaths. In the midst of these setbacks, Bock is romantically drawn to the much younger Barbara (Diana Rigg), whose father is a patient. As Barbara restores Bock's will to live, it turns out that the hospital deaths are murders."
m/hospitality,"A former prostitute must protect her son and her home when an ex-con, a crooked cop and a thug come looking for a stash of money."
m/hostel,"Best friends Josh (Derek Richardson) and Paxton (Jay Hernandez) decide to spend the summer after college graduation on an all-out backpacking trip across Europe. While stopping in Amsterdam to indulge their tastes for drugs and sex, they meet Oli (Eythor Gudjonsson), a like-minded traveler from Iceland. When the three bachelors set off to investigate enticing rumors of a Slovakian hostel in a city populated by lusty women, they find themselves drawn unwittingly into a deadly game."
m/hostel_2,"Beth (Lauren German), Lorna (Heather Matarazzo) and Whitney (Bijou Phillips), three young American women traveling abroad in Rome, decide to take a weekend excursion. Lured from their intended destination by a beautiful acquaintance (Vera Jordanova), the women anticipate a stay at a luxurious spa. Instead, they become pawns in a grisly game designed to entertain wealthy deviants from around the world."
m/hostel_part_iii_2011,Terror and torture await four friends when they attend a bachelor party in Las Vegas.
m/hostile_2017,A survivor of a worldwide epidemic must fight for her life when she encounters a mysterious creature in an apocalyptic wasteland.
m/hostile_border,"Deported to Mexico, a young woman (Veronica Sixtos) forms a dangerous alliance with a smuggler (Roberto Urbina) to try and return to the United States."
m/hostiles,"In 1892, legendary Army Capt. Joseph Blocker reluctantly agrees to escort a dying Cheyenne war chief and his family back to their tribal land. Embarking on a harrowing and perilous journey from Fort Berringer, N.M., to the grasslands of Montana, they soon encounter a young widow whose family was killed on the plains. The travelers must now band together to survive a punishing landscape that's crawling with hostile Comanches and vicious outliers."
m/hot_air_2019,A radio talk-show host develops a life-changing bond with his teenage niece.
m/hot_chick,"Not only is Jessica Spencer (Rachel McAdams) the most popular girl in school -- she is also the meanest. But things change for the attractive teen when a freak accident involving a cursed pair of earrings and a chance encounter at a gas station causes her to switch bodies with Clive (Rob Schneider), a sleazy crook. Jessica, in the form of the repulsive Clive, struggles to adjust to this radical alteration and sets out to get her own body back before the upcoming prom."
m/hot_fuzz,"As a former London constable, Nicholas Angel (Simon Pegg) finds if difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf (Nick Frost) for a partner. However, when a series of grisly accidents rocks Sandford, Nick smells something rotten in the idyllic village."
m/hot_rod,"For Rod Kimball (Andy Samberg), performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank (Ian McShane), who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt."
m/hot_shots_part_deux,"After multiple special teams fail to rescue a growing population of hostages held by Iraqi dictator Saddam Hussein (Jerry Haleva), retired Navy pilot and American hero Topper Harley (Charlie Sheen) is called back to active duty once again. On orders from President Benson (Lloyd Bridges), Harley and his partners, Harbinger (Miguel Ferrer) and Rabinowitz, parachute into Iraq and struggle to free the hostages -- including the husband (Rowan Atkinson) of Harley's old flame, Ramada (Valeria Golino)."
m/hot_summer_nights,"An awkward teenager gets in over his head dealing drugs while falling for his business partner's enigmatic sister during one scorching summer in Cape Cod, Mass."
m/hot_to_trot,"A stockbroker (Bob Goldthwait) profits from market tips overheard in the stables by his talking horse, Don."
m/hot_tub_time_machine,"Four pals are stuck in a rut in adulthood: Adam (John Cusack) has just been dumped, Lou (Rob Corddry) is a hopeless party animal, Craig (Craig Robinson) is a henpecked husband, and Jacob (Clark Duke) does nothing but play video games in his basement. But they get a chance to brighten their future by changing their past after a night of heavy drinking in a ski-resort hot tub results in their waking up in 1986."
m/hot_tub_time_machine_2,"After their first adventure with the ""Hot Tub Time Machine,"" Lou (Rob Corddry) and Nick (Craig Robinson) are living very well off their ill-gotten gains, while Jacob (Clark Duke) still cannot rely on Lou to be a positive role model. When an unknown assailant breaks into Lou's mansion and shoots him, Nick and Jacob take him for another trip in the hot tub. They emerge in the year 2025, where they must figure out who shot Lou and prevent it from happening again."
m/hotel_2003,"In Venice, Italy, a collection of strangers at a hotel vary from strange to corrupt to disturbed. A film crew from the U.K. is in the process of filming a take on the play ""The Duchess of Malfi"" by John Webster, while a documentarian records their work behind the scenes. A tour guide (Julian Sands) is hiding something. A call girl establishes herself as a hotel presence, and maids practice strange acts and behaviors. Meanwhile, an assassin (Andrea Di Stefano) frequents the hotel after jobs."
m/hotel_artemis,"As rioting rocks Los Angeles in the year 2028, disgruntled thieves make their way to Hotel Artemis -- a 13-story, members-only hospital for criminals. It's operated by the Nurse, a no-nonsense, high-tech healer who already has her hands full with a French assassin, an arms dealer and an injured cop. As the violence of the night continues, the Nurse must decide whether to break her own rules and confront what she's worked so hard to avoid."
m/hotel_de_love,"Ten years after high school, twin brothers Stephen (Simon Bossell) and Rick Dunne (Aden Young) run into Rick's old flame, Melissa Morrison (Saffron Burrows). Melissa's presence reignites the sibling rivalry between Rick -- the suave ladies' man who was her high school sweetheart -- and Stephen, an introverted stockbroker who was unable to admit his feelings for her as a teen. The Dunne brothers compete for Melissa's affection and struggle to stop her impending marriage at the Hotel de Love."
m/hotel_for_dogs,"After moving into a foster home that forbids pets, siblings Andi (Emma Roberts) and Bruce (Jake T. Austin) must quickly find a home for their dog, Friday. The resourceful pair find an abandoned hotel, and with the help of Bruce's mechanical skills, turn it into a pooch paradise for Friday and a number of strays. But when the inevitable barking makes neighbors suspicious, Andi and Bruce must find a way to hide their canine haven from prying eyes."
m/hotel_mumbai,
m/hotel_new_hampshire,"Based on the novel by John Irving, this unusual comedic drama follows the exploits of the eccentric hotel-operating Berry family. While there are many strange dynamics between the various members of the Berry clan, arguably the most unconventional is the almost incestuous relationship that young, handsome John (Rob Lowe) has with his pretty sister, Franny (Jodie Foster). As the patriarch, Win (Beau Bridges), tries to keep his family together, unexpected events occur, changing them all forever."
m/hotel_rwanda,"Paul Rusesabagina (Don Cheadle), a Hutu, manages the Hôtel des Mille Collines and lives a happy life with his Tutsi wife (Sophie Okonedo) and their three children. But when Hutu military forces initiate a campaign of ethnic cleansing against the Tutsi minority, Paul is compelled to allow refugees to take shelter in his hotel. As the U.N. pulls out, Paul must struggle alone to protect the Tutsi refugees in the face of the escalating violence later known as the Rwandan genocide."
m/hotel_transylvania,"When monsters want to get away from it all, they go to Count Dracula's (Adam Sandler) Hotel Transylvania, a lavish resort where they can be themselves without humans around to bother them. On one special weekend, Dracula invites creatures like the Invisible Man, the Mummy and others to celebrate the 118th birthday of his daughter, Mavis (Selena Gomez). However, an unforeseen complication unfolds when an ordinary human unwittingly crashes the party and falls in love with Mavis."
m/hotel_transylvania_2,"Now that Dracula (Adam Sandler) has opened the Hotel Transylvania's doors to humans, things are changing for the better; however, Drac is secretly worried that his half-human grandson, Dennis, isn't showing his vampire side. So, while Mavis and Johnny are away, Drac enlists his friends to help him put the boy through a ""monster-in-training"" boot camp. But things really get batty when Drac's cantankerous, old-school dad (Mel Brooks) pays an unexpected visit."
m/hotel_transylvania_3_summer_vacation,"Your favorite monster family boards a luxury cruise ship so Dracula can take a summer vacation from the hotel. It's smooth sailing for the pack as they indulge in all of the fun the cruise has to offer, including monster volleyball, exotic excursions and catching up on their moon tans. But the dream vacation soon turns into a nightmare when Mavis realizes Drac has fallen for the mysterious captain of the ship, Ericka, who hides a dangerous secret that could destroy them all."
m/hots,"Sorority sisters of old Pi rival those of H.O.T.S. (Susan Kiger, Lisa London, Pamela Jean Bryant) for dibs on campus hunks."
m/hottie_and_the_nottie,"Nate Cooper (Joel David Moore) has never gotten over his first crush from elementary school, Cristabelle (Paris Hilton). Now in his 20s, Nate meets Cristabelle on a Los Angeles beach. His love hasn't waned, and he vows to date her. Unfortunately, the beautiful Cristabelle will not date anyone unless her severely ugly friend, June (Christine Lakin), has a date as well. But, when June gets a complete makeover, Nate begins to realize he might actually be in love with her."
m/hounds_of_love,"In 1987, murderous couple John and Evelyn roam the streets of Perth, Australia, searching for their latest victim. Fate leads them to Vicki Maloney, a teen who snuck out of her house at night to go to a party. Now held captive in a room, Vicki must use her wits to try and drive a wedge between the crazed duo before they can finish her off."
m/hour_of_the_gun,"While the Earp brothers may have won the gunfight at the O.K. Corral, they didn't escape unscathed for long. Seeking revenge over their fallen comrades, members of the Clanton gang go after the Earp family, gunning down both Virgil and Morgan Earp. But they don't succeed at getting Wyatt (James Garner). Now it's his turn to seek revenge. With Doc Holliday (Jason Robards) by his side, Wyatt forms a posse, and they won't rest until every member of the Clanton gang is dead."
m/hour_of_the_wolf,"On a remote island, a troubled artist (Max von Sydow) feels his mind slipping away from him. Troubled by disturbing visions and paranoid delusions, he and his wife (Liv Ullmann) begin to suspect that the haunting memories are the machinations of a bizarre, perverted cult that reside on the other side of the island. The leader of this group (Erland Josephson) may hold the key to the artist's delusions. This is the only horror film in director Ingmar Bergman's legendary body of work."
m/hours,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition."
m/hours_2013,A new father (Paul Walker) must remain behind and try to keep his prematurely born daughter alive after Hurricane Katrina knocks out the power in their New Orleans hospital.
m/house_2_the_second_story,A man (Arye Gross) and his friend (Jonathan Stark) exhume an ancestor (Royal Dano) in the house where his parents were killed.
m/house_at_the_end_of_the_street,"In search of a fresh start, divorcee Sarah (Elisabeth Shue) and her daughter, Elissa (Max Thieriot), find their dream house in a small town. But when startling, unexplainable events begin, the pair learn that a chilling secret holds the town in its grip. Years earlier a girl killed her parents and disappeared, leaving a brother, Ryan (Max Thieriot), as the sole survivor. Elissa begins a relationship with Ryan, and the closer they get, the deeper they're all pulled into a dangerous mystery."
m/house_bunny,"Sexpot Shelley Darlington (Anna Faris) lives comfortably at the Playboy Mansion, until a jealous rival gets her tossed out on her tail. With nowhere else to go, she winds up at Zeta Alpha Zeta sorority. The seven socially inept Zetas will lose their house unless they can attract more pledges; to do that, they need to learn the ways of makeup and men from an expert."
m/house_by_the_river,A man (Louis Hayward) kills his maid and dumps her in the river with his brother (Lee Bowman).
m/house_in_the_alley,Thao and Thanh experience strange phenomena and terrifying visions after the death of their baby.
m/house_of_1000_corpses,"An empty fuel tank and a flat tire lead two couples down a terror-riddled road to the House of 1000 Corpses. ""House of 1000 Corpses"" is at its core a story of family - a cast of twisted individuals who, with each slash of a throat or stab thru the chest, add bodies to their sick human menagerie."
m/house_of_boys,In 1984 a gay teen (Layke Anderson) runs away to Amsterdam and finds a home and a lover (Benjamin Northover) at an all-male cabaret.
m/house_of_cardin,Filmmakers P. David Ebersole and Todd Hughes examine the extraordinary life and career of legendary fashion designer Pierre Cardin.
m/house_of_cards_1992,A recent widow (Kathleen Turner) refuses to accept a psychiatrist's (Tommy Lee Jones) diagnosis of her 6-year-old daughter's (Asha Menina) behavior.
m/house_of_d,"In the present, artist Tom Warshaw (David Duchovny) recalls his traumatic coming of age. As a 13-year-old (Anton Yelchin) growing up in New York City in 1973, Tom hangs out with Pappass (Robin Williams), a mentally disabled man. With Tom's mother (Téa Leoni) battling depression after the death of her husband, the young boy is left to his own devices. When Tom develops a crush on schoolmate Melissa (Zelda Williams), Pappass feels abandoned and begins behaving erratically."
m/house_of_dark_shadows,"Imprisoned in a coffin for more than a hundred years, the vampire Barnabas Collins (Jonathan Frid) is freed when a local drunk (John Karlen) discovers the Collins crypt and opens the coffin. Now free to roam the earth once more, Barnabas feasts on the blood of the living and obsesses over the family governess, Maggie Evans (Kathryn Leigh Scott), who he believes is his lost love Josette reincarnated. This gothic drama is a theatrical retelling of the classic television show ""Dark Shadows."""
m/house_of_dracula,"This monster movie focuses on the iconic vampire, Count Dracula (John Carradine), and Lawrence Talbot (Lon Chaney), better known as the Wolf Man. Both beings of the night are tired of their supernatural afflictions, so they seek out Dr. Franz Edelmann (Onslow Stevens) for cures for their respective curses. While trying to aid the imposing creatures, Edelmann himself develops a transformative condition, adding to the many ghouls lurking around the foreboding landscape."
m/house_of_exorcism,A hallucinating woman (Elke Sommer) flees to a mansion full of corpses and sees the devil (Telly Savalas) and other evil beings.
m/house_of_flying_daggers,"The Tang Dynasty is fighting to keep control over China, a battle they are losing to several rebel groups. One such group is the House of Flying Daggers, who steal from the wealthy and give to the poor. Two police deputies working with the government (Takeshi Kaneshiro, Andy Lau) are ordered to investigate the dancer Mei (Zhang Ziyi), who is rumored to be working with the House of Flying Daggers. But both men fall under her charms and decide to help her escape instead."
m/house_of_fools,"Believing her fiance is singer Bryan Adams (Bryan Adams), a psychiatric patient (Yuliya Vysotskaya) falls in love with a Chechen soldier (Sultan Islamov)."
m/house_of_frankenstein,"After escaping from prison, the evil Dr. Niemann (Boris Karloff) and his hunchbacked assistant, Daniel (J. Carrol Naish), plot their revenge against those who imprisoned them. For this, they recruit the powerful Wolf Man (Lon Chaney), Frankenstein's monster (Glenn Strange) and even Dracula himself (John Carradine). Niemann pursues those who wrong him, sending each monster out to do his dirty work. But his control on the monsters is weak at best and may prove to be his downfall."
m/house_of_games,"After one of her patients threatens suicide, psychiatrist Margaret Ford (Lindsay Crouse) confronts the source of his anxieties, a downtown bookie named Mike (Joe Mantegna). Once she decides that Mike is not a serious threat, however, she herself becomes interested in his world of high-stakes gambling, and makes use of her skills at reading ""tells,"" becoming entrenched in his dealings. Things get dangerous, though, when Mike turns out not to be a bookie at all, but a con man."
m/house_of_hummingbird,"In 1994 Seoul when the Seongsu Bridge collapses, 14-year-old Eunhee wanders the city and searches for love."
m/house_of_pleasures,"A young woman begins a new life at the Apollonide bordello, a high-class brothel in Paris."
